Karmn,Name,RA_J2000,DE_J2000,Ref01,muRA_masa-1,muDE_masa-1,Ref07,pi_mas,Ref08,Vr_kms-1,Ref10,BP_mag,Ref25,RP_mag,Ref32,Gaia_id
J12194+283,Wolf 408,12:19:24.09,+28:22:56.5,DR3,-647.701996742373,79.2425876283609,DR3,41.9016493650544,DR3,-1.142,DR3,10.85,DR3,8.9059,UCAC4,4010201828880793984
J12198+527,StKM 1-1007,12:19:48.06,+52:46:45.0,DR3,-170.582619158973,-121.767687266775,DR3,34.7796544093667,DR3,-4.812,DR3,11.3709,DR3,9.4846,UCAC4,1572081660971767552
J12199+364,G 123-036,12:29:55.05,+36:26:42.4,DR3,134.277482500163,-154.022381075141,DR3,33.8898507433014,DR3,-16.251,DR3,12.1845,DR3,10.0929,SDSS9,1519311253230298880
J12204+005,BD+01 2684,12:20:25.53,+00:35:00.8,DR3,54.1855305193147,-27.1332513461115,DR3,57.1262796579985,DR3,-1.5,PMSU,10.2021,DR3,8.1798,UCAC4,3699797150759489792
J12214+306E,Sand 57,12:21:26.73,+30:38:37.6,DR3,-191.036226053465,-253.760139409931,DR3,83.4631594994889,DR3,7.567,DR3,15.6037,DR3,12.0846,PS1,4015042738059517568
J12214+306W,Sand 58,12:21:27.05,+30:38:35.7,DR3,-209.778785820505,-267.270072816059,DR3,83.5038020818175,DR3,3.644,DR3,15.4932,DR3,12.0197,UCAC4,4015042738059517440
J12217+682,G 237-061,12:21:47.49,+68:16:04.0,DR3,-376.968690227061,205.658084800911,DR3,51.130751314971,DR3,-6.316,DR3,12.7936,DR3,10.3208,UCAC4,1683228851880827136
J12223+251,Wolf 409,12:22:21.27,+25:10:11.8,DR3,-693.515638400236,-205.027440518432,DR3,35.9207316689137,DR3,25.368,DR3,11.5228,DR3,9.6227,UCAC4,4008237757516459392
J12225+123,BD+28 2110,12:22:34.07,+27:36:17.0,DR3,-145.611854811869,-29.3421885895183,DR3,33.6848244881785,DR3,-22.236,DR3,11.0887,DR3,9.2435,UCAC4,4009907091045107584
J12228-040,G 13-33,12:22:50.60,-04:04:46.4,DR3,-252.3,-67.9,CC21,,,24.1,Z21,14.6135,DR3,11.5301,UCAC4,3693059553959836032
J12230+640,Ross 690,12:23:00.16,+64:01:51.0,DR3,-673.115739029437,373.311274240049,DR3,54.447353227496,DR3,8.917,DR3,11.8252,DR3,9.4291,UCAC4,1584088431025057792
J12235+279,Wolf 411,12:23:34.71,+27:54:47.7,DR3,-137.496301051349,120.760236185298,DR3,33.8737909191736,DR3,-31.266,DR3,11.5266,DR3,9.6757,UCAC4,4009947704255866752
J12235+671,G 237-064,12:23:33.20,+67:11:18.5,DR3,235.486676972063,-129.315542964413,DR3,75.6158900481285,DR3,7.1,PMSU,11.4905,DR3,9.0844,UCAC4,1680921595450031232
J12238+125,HD 107888,12:23:53.55,+12:34:48.9,DR3,39.6628777414299,-168.753861660584,DR3,46.5477820745281,DR3,6.542,DR3,10.6163,DR3,8.7151,UCAC4,3908605030329021440
J12248-182,Ross 695,12:24:52.50,-18:14:32.3,DR3,1095.5915596872,-2309.01876085905,DR3,112.673969367493,DR3,51.065,DR3,11.537,DR3,9.1794,UCAC4,3519785523672576384
J12251+604,G 197-57,12:25:06.05,+60:25:06.3,DR3,-197.943202013641,-6.06240307128265,DR3,18.8695929744454,DR3,11.538,DR3,13.269719,DR3,11.186402,UCAC4,1581657479535392256
J12269+270,CX Com,12:26:57.36,+27:00:53.7,DR3,89.9374668038837,-250.280132789504,DR3,37.6364483055358,DR3,-4.715,DR3,15.1227,DR3,12.0396,UCAC4,4009083969152655872
J12274+374,G 148-061,12:27:29.42,+37:26:33.4,DR3,-225.447424543621,105.937421577865,DR3,38.508389670918,DR3,-16.76,DR3,12.3507,DR3,10.2075,UCAC4,1531805244374691584
J12277-032,G  13-39A,12:27:44.70,-03:15:00.8,DR3,-293.682726071252,-28.9841291662263,DR3,40.4578739751389,DR3,4.119,DR3,13.102,DR3,10.4654,UCAC4,3693536394118295808
J12288-106N,Ross 948 A,12:28:52.95,-10:39:50.8,DR3,-280.423366575409,-1.31749254973507,DR3,51.5052546078535,DR3,-7.231,DR3,11.9084,DR3,9.5991,UCAC4,3578493912678529152
J12288-106S,Ross 948 B,12:28:53.16,-10:39:48.6,DR3,-279.622164898228,3.77427510910283,DR3,51.4416274348279,DR3,-5.559,DR3,11.8469,DR3,9.5469,PS1,3578493912677730048
J12289+084,Wolf 414,12:28:57.59,+08:25:31.1,DR3,-638.329319345464,-243.232375673935,DR3,72.2664230525467,DR3,-10.0,PMSU,12.3166,DR3,9.5357,UCAC4,3902745286187581312
J12290+417,G 123-035,12:29:02.92,+41:43:49.4,DR3,-187.671511267282,-216.382780346713,DR3,42.5363237675509,DR3,-0.77,Jeff18,13.18,DR3,10.422,UCAC4,1534831272173203072
J12292+535,GJ 1159 A,12:29:14.42,+53:32:44.9,DR3,-1221.39440900882,134.776672940901,DR3,39.9078252503672,DR3,-30.747,DR3,14.4162,DR3,11.6487,PS1,1572366022165982080
J12294+229,LP 377-100,12:29:27.12,+22:59:46.7,DR3,-172.386746241624,-22.3832583581111,DR3,44.0822356580766,DR3,-23.8,DR3,14.4158,DR3,11.5603,UCAC4,3953011178238339584
J12299-054E,LP 675-077,12:29:54.65,-05:27:20.5,DR3,-560.820306920124,-293.694828851971,DR3,47.0896320649271,DR3,-13.495,DR3,14.4811,DR3,11.584,PS1,3680612223339219328
J12299-054W,LP 675-076,12:29:54.18,-05:27:24.4,DR3,-570.172300792547,-304.265589058898,DR3,46.9866355762959,DR3,-16.651,DR3,13.3132,DR3,10.5256,UCAC4,3680612219043341824
J12312+086,BD+09 2636,12:31:15.81,+08:48:38.2,DR3,-636.24223084689,-522.109089965227,DR3,72.8931738376979,DR3,18.658,DR3,9.9053,DR3,7.9818,UCAC4,3902785006045478656
J12323+315,LP 321-035,12:32:20.31,+31:35:59.8,DR3,-421.028405348963,215.903928660637,DR3,30.711981444028,DR3,-4.997,DR3,13.4529,DR3,10.9358,UCAC4,4012494070106667264
J12324+203,StKM 1-1021,12:32:26.32,+20:23:27.6,DR3,42.5958473100733,25.261464199721,DR3,43.817566714396,DR3,-5.958,DR3,13.2106,DR3,10.6414,UCAC4,3949199167129128832
J12327+682,LP 039-249,12:32:44.97,+68:15:45.1,DR3,-108.629940016332,-186.491442742662,DR3,30.0950565940893,DR3,-16.802,DR3,11.3317,DR3,9.5171,UCAC4,1682536812390422912
J12332+090,Wolf  424 A,12:33:17.37,+09:01:15.3,DR3,-1710.46765406467,203.097808640446,DR3,223.477473824233,DR3,1.0,New14,13.0375,DR3,9.5396,UCAC4,3902874650601954816
J12349+322,2MASS J12345401+3214279,12:34:54.00,+32:14:28.0,DR3,22.6218345885834,76.6178437096788,DR3,30.23029492571,DR3,-2.117,DR3,13.7283,DR3,11.0855,UCAC4,4012632746010535296
J12350+098,GJ 476,12:35:00.71,+09:49:42.6,DR3,-449.178920562642,-319.149551061337,DR3,54.9739195459864,DR3,32.853,DR3,11.6419,DR3,9.3603,UCAC4,3903318372263850368
J12363-043,LP 675-019,12:36:22.86,-04:22:39.5,DR3,-483.254028606918,-138.284705050315,DR3,35.5432819230116,DR3,56.569,DR3,13.5934,DR3,11.082,APASS9,3680418881090968576
J12364+352,G 123-045,12:36:28.63,+35:12:00.8,DR3,-357.599919678756,-116.000952084054,DR3,84.2224934639586,DR3,7.897,DR3,14.0342,DR3,10.9723,UCAC4,1518564478676515712
J12368-019,2MASS J12365214-0159007,12:36:52.13,-01:59:00.8,DR3,-161.030775525672,-73.2591842250939,DR3,35.3536211765378,DR3,21.855,DR3,13.7675,DR3,11.0707,UCAC4,3683234524210341376
J12373-208,LP 795-038,12:37:21.57,-20:52:35.5,DR3,-40.1096682013406,-427.789930353114,DR3,41.815551645207,DR3,8.992,DR3,13.531,DR3,10.728,UCAC4,3515253160648329088
J12387-043,GJ 1162,12:38:47.27,-04:19:17.1,DR3,-748.133504537676,-198.353650083845,DR3,53.5225343564914,DR3,21.114,DR3,13.778,DR3,10.9987,UCAC4,3680458326070745728
J12388+116,Wolf 433,12:38:52.44,+11:41:46.1,DR3,-1155.75642143646,-250.862436493735,DR3,70.1138978460718,DR3,-4.34,DR3,11.7504,DR3,9.1597,UCAC4,3928391218812375808
J12390+470,G 123-049,12:39:04.70,+47:02:23.1,DR3,384.667952885001,-118.333389568106,DR3,43.5216213256842,DR3,-10.846,DR3,12.467,DR3,10.0941,UCAC4,1542896911520969600
J12397+255,LP 377-036,12:39:43.53,+25:30:45.8,DR3,-179.931472169815,-159.116316545965,DR3,43.3207094904607,DR3,-1.822,DR3,14.9818,DR3,12.0005,UCAC4,3959759155975996672
J12416+482,G 198-071,12:41:37.89,+48:14:24.8,DR3,216.58140814562,-157.821563749572,DR3,42.2805367246121,DR3,-25.884,DR3,11.8868,DR3,9.7305,UCAC4,1543433713713273344
J12417+567,RX J1241.7+5645,12:41:47.37,+56:45:13.7,DR3,116.233066694833,-0.606686766527636,DR3,41.8541163791309,DR3,-9.351,DR3,13.7374,DR3,11.0639,UCAC4,1577483492879086464
J12428+418,G 123-055,12:42:49.88,+41:53:47.1,DR3,-548.832607998624,40.5761522143127,DR3,69.8404026558234,DR3,-4.495,DR3,12.6095,DR3,9.8352,UCAC4,1534239391319888384
J12436+251,Sand 128,12:43:36.05,+25:06:21.8,DR3,-367.696371387705,-43.5248536610253,DR3,44.5508719539594,DR3,-25.52,DR3,13.1832,DR3,10.5718,UCAC4,3960988409975710080
J12440-111,LP 735-029,12:44:00.74,-11:10:30.4,DR3,-478.938780258586,-153.023756330722,DR3,70.5719536538671,DR3,1.612,DR3,14.4305,DR3,11.3534,SDSS9,3530383784971799680
J12470+466,Ross 991,12:47:00.99,+46:37:33.4,DR3,-761.356320289319,-298.65175455806,DR3,49.5087102128119,DR3,-1.074,DR3,11.9984,DR3,9.5971,UCAC4,1542683331386097280
J12471-035,LP 616-013,12:47:09.78,-03:34:17.7,DR3,-507.947269103964,-13.6432351301807,DR3,48.0323878073672,DR3,-18.663,DR3,12.838,DR3,10.3025,UCAC4,3681919233426269056
J12479+097,Wolf 437,12:47:56.62,+09:45:05.0,DR3,-1008.26706719961,-460.033946083774,DR3,123.775637883824,DR3,19.195,DR3,11.6426,DR3,8.8883,UCAC4,3735000631158990976
J12481+472,G 123-061,12:48:09.75,+47:13:32.2,DR3,198.606093898149,-558.949744045889,DR3,29.5654060230189,DR3,-28.69,DR2,13.9291,DR3,11.2622,UCAC4,1543076475509704192
J12485+495,RX J1248.5+4933,12:48:34.49,+49:33:54.0,DR3,108.581820097797,-16.9214048468088,DR3,37.2245141224932,DR3,-11.465,DR3,12.7472,DR3,10.1826,UCAC4,1567471477437161344
J12490+661,DP Dra,12:49:02.76,+66:06:36.9,DR3,-434.99,-105.61,HIP2,97.91,HIP2,22.4,PMSU,11.1525,DR3,8.517,UCAC4,1677568531661779072
J12495+094,Wolf 439,12:49:34.20,+09:28:31.1,DR3,-425.300173296205,33.7069356509588,DR3,45.8082666507679,DR3,-7.115,DR3,13.3394,DR3,10.6833,UCAC4,3734930606012228096
J12505+269,LTT 13677,12:50:34.57,+26:55:23.1,DR3,-185.6,-172.6,PPMXL,,,9.3,Z21,14.386,DR3,11.6311,UCAC4,3961593107011514368
J12508-213,DENIS J125052.6-212113,12:50:52.65,-21:21:13.6,DR3,449.812178118364,-331.421594360649,DR3,56.7876556207336,DR3,,,18.5511,DR3,13.8462,PS1,3502592975744957824
J12513+221,LP  377-78 A,12:51:23.91,+22:06:15.0,DR3,-177.271639786076,45.0505303559724,DR3,29.9430886429991,DR3,58.314,DR3,13.4085,DR3,10.8509,SDSS9,3954959611626259712
J12576+352E,BF CVn,12:57:40.26,+35:13:29.6,DR3,-277.647799170446,-107.826141990886,DR3,56.1107043868019,DR3,-8.831,DR3,10.8081,DR3,8.758,PS1,1515952176488267008
J12576+352W,BD+36 2322B,12:57:39.31,+35:13:19.1,DR3,-284.576998368654,-140.731087622188,DR2,49.5474839349806,DR2,-10.54,Jeff18,13.4607,DR3,10.5827,PS1,1515952176488266496
J12583+405,LP 041-165,12:58:21.66,+40:33:23.2,DR3,219.900221994363,-153.858130655811,DR3,24.5861668194884,DR3,,,12.1034,DR3,10.0313,UCAC4,1526985908816139008
J12594+077,LP 556-064,12:59:24.04,+07:43:54.8,DR3,-677.914874218991,0.0244541046412718,DR3,55.077022125519,DR3,18.485,DR3,16.177,DR3,12.7464,UCAC4,3730621070186855424
J13000-056,Ross 972,13:00:03.95,-05:37:47.8,DR3,-344.02477348986,43.6622155471002,DR3,52.6218777600695,DR3,-3.432,DR3,12.8052,DR3,10.2058,UCAC4,3677448412989388032
J13005+056,FN Vir,13:00:33.52,+05:41:08.0,DR3,-940.630492902648,227.749615882176,DR3,117.032705097078,DR3,-27.493,DR3,13.6556,DR3,10.4682,UCAC4,3705324881045028992
J13007+123,DT Vir,13:00:46.56,+12:22:32.7,DR3,-628.715307663382,-33.4718483083726,DR3,86.900969322598,DR3,-12.326,DR3,9.993,DR3,7.8463,UCAC4,3737308025029348608
J13019+335,G 164-038,13:01:56.50,+33:35:25.4,DR3,-422.97734660348,-152.506963283835,DR3,32.6556488158066,DR3,-6.941,DR3,12.3314,DR3,10.2851,UCAC4,1467576173127694464
J13027+415,G 123-084,13:02:47.43,+41:31:09.6,DR3,-547.18132853308,-183.238503990417,DR3,37.8578368360416,DR3,6.376,DR3,13.2093,DR3,10.627,UCAC4,1527405136279905280
J13047+559,GJ 497 A,13:04:46.60,+55:54:10.1,DR3,-164.873016704579,29.3093790717301,DR3,28.8804522431543,DR3,-22.168,DR3,11.2492,DR3,9.3798,UCAC4,1564804508903241088
J13054+371,G 164-42A,13:05:29.84,+37:08:10.3,DR3,-286.855767796812,-192.07488324765,DR3,36.0741738750981,DR3,18.1,PMSU,11.9572,DR3,9.634,UCAC4,1522552819667933952
J13068+308,Sand 214,13:06:50.31,+30:50:54.0,DR3,182.153755275628,-474.770634405871,DR3,70.8959459632381,DR3,10.144,DR3,15.7386,DR3,12.264,PS1,1466009540856759680
J13084+169,MCC 686,13:08:24.77,+16:58:19.2,DR3,-117.043131458395,-43.387986146946,DR2,38.2410033674787,DR2,-20.276,EDR3,12.0062,DR3,9.8276,UCAC4,3937082209690529408
J13088+163,LP 437-012,13:08:50.54,+16:22:03.8,DR3,-527.922760686179,-183.406107097935,DR2,35.9183140429077,DR2,16.021,DR3,13.236,DR3,10.7626,UCAC4,3936630138611885312
J13089+490,StKM 1-1049,13:08:55.62,+49:04:49.4,DR3,-99.3129245158876,56.4420084810848,DR3,56.1295738042778,DR3,11.016,DR3,11.2688,DR3,9.2037,UCAC4,1554835340053676800
J13095+289,NLTT 33085,13:09:34.97,+28:59:06.4,DR3,-338.560423186421,-203.979757156239,DR3,77.8955606274221,DR3,-2.924,DR3,14.38,DR3,11.2969,UCAC4,1461125613285603840
J13102+477,G 177-025,13:10:12.63,+47:45:18.7,DR3,-636.059460768657,-616.391541595204,DR3,82.0393097046514,DR3,-11.917,DR3,14.7369,DR3,11.4936,UCAC4,1554433777791815808
J13113+285,LP 322-936,13:11:21.62,+28:32:41.5,DR3,-404.024586149288,-448.007977188977,DR3,53.5504574301716,DR3,-4.627,DR3,16.1182,DR3,12.7796,PS1,1461049369026235904
J13118+253,LP 378-688,13:11:51.79,+25:20:50.9,DR3,-462.93864383128,-171.362367488477,DR3,40.6903134231651,DR3,-25.079,DR3,15.9419,DR3,12.7047,PS1,1447300972552225024
J13119+658,PM J13119+6550,13:11:59.56,+65:50:01.7,DR3,-150.557397716062,-25.3390662343902,DR3,27.7400316048328,DR3,-41.793,DR3,13.2478,DR3,11.0511,UCAC4,1678074272650459008
J13130+201,GJ 1168,13:13:04.77,+20:11:26.7,DR3,-610.280484861051,146.805788588633,DR3,45.4204356951161,DR3,-42.669,DR3,13.1667,DR3,10.5023,SDSS9,3940052815229913344
J13140+038,G 62-18,13:14:05.84,+03:53:58.9,DR3,-736.058617071818,9.57080047455787,DR3,51.2930740754001,DR3,-17.901,DR3,13.7869,DR3,11.0977,UCAC4,3716608138087936128
J13142+792,G 255-29A,13:14:15.50,+79:14:48.4,DR3,-251.957868317061,-157.825990841962,DR3,24.4143266049181,DR3,-63.565,DR3,11.8394,DR3,9.9712,UCAC4,1718226375712852992
J13143+133,NLTT 33370,13:14:20.35,+13:20:00.8,DR3,-247.4,-185.2,Gall15,61.0,Lep09,8.222,DR3,16.0328,DR3,12.0894,PS1,3742871034173807488
J13165+278,GJ 1169,13:16:32.84,+27:52:29.8,DR3,-742.077948078418,230.821450113439,DR3,64.8005748206155,DR3,0.219,DR3,13.5112,DR3,10.8607,UCAC4,1461507384337635840
J13167-123,LP 737-014,13:16:45.41,-12:20:20.4,DR3,-284.937454100817,-52.0537419668774,DR3,44.7966161977208,DR3,-21.28,DR3,13.9231,DR3,11.1675,UCAC4,3621610157353795584
J13168+170,HD 115404B,13:16:51.55,+17:00:59.9,DR3,649.66552668651,-263.936591460955,DR3,90.947500081669,DR3,5.95,DR3,9.8873,DR3,7.8666,PS1,3936909723803146496
J13168+231,LP 378-924,13:16:53.07,+23:10:07.0,DR3,267.773483838356,-93.4297071464569,DR3,35.9638713905783,DR3,-4.445,DR3,11.9076,DR3,9.7629,UCAC4,1445977882106817024
J13179+362,G 164-062,13:17:58.40,+36:17:56.9,DR3,-72.1260636261849,-337.41007680847,DR3,42.2252705999226,DR3,25.2,DR3,11.4855,DR3,9.4382,UCAC4,1474445475101294848
J13180+022,G 62-28,13:18:01.72,+02:14:02.0,DR3,-274.235181045154,-96.5653318698057,DR2,74.4454452263958,DR2,4.79,Jeff18,13.2066,DR3,10.4604,UCAC4,3688439268658769408
J13182+733,PM J13182+7322,13:18:13.55,+73:22:07.3,DR3,72.055380029972,-107.548989933012,DR3,39.5338847875112,DR3,-57.957,DR3,13.9204,DR3,11.1925,UCAC4,1688578280891900416
J13195+351E,G 164-65,13:19:34.70,+35:06:25.2,DR3,372.826363168132,-801.152898778873,DR3,73.9230605881877,DR3,-7.511,DR3,12.3716,DR3,9.8576,PS1,1473166433840437888
J13195+351W,BD+35 2436,13:19:33.59,+35:06:36.6,DR3,389.389122516632,-778.706513560486,DR3,72.9733353977485,DR3,-9.134,EDR3,9.7252,DR3,7.6824,UCAC4,1473166433840438016
J13196+333,Ross 1007,13:19:40.13,+33:20:47.5,DR3,-298.392739429139,-142.664087677068,DR3,59.3148301381614,DR3,-12.336,DR3,10.8409,DR3,8.6577,UCAC4,1472718211053416320
J13197+477,BD+48 2108,13:19:45.54,+47:46:40.9,DR3,226.462593733781,-23.8134649356516,DR2,109.983741404467,DR2,15.5,PMSU,8.7237,DR3,6.6463,,1552921051659352960
J13209+342,BD+35 2439,13:20:58.05,+34:16:44.2,DR3,483.883941998429,-297.068746357504,DR3,60.0294077790444,DR3,-35.799,DR3,10.8363,DR3,8.7456,UCAC4,1472903753640492160
J13215+035,LSPM J1321+0332,13:21:30.06,+03:32:59.3,DR3,84.2784971296082,173.189498528489,DR3,35.9999743893839,DR3,-18.462,DR3,12.2026,DR3,10.1508,UCAC4,3715645373922988928
J13215+037,LP 557-059,13:21:35.25,+03:45:55.2,DR3,-517.61366862755,-42.637424190994,DR3,43.4912732384708,DR3,7.095,DR3,12.161,DR3,9.9291,UCAC4,3715722687629983104
J13229+244,Ross 1020,13:22:56.75,+24:28:03.6,DR3,-615.705165028806,-864.893495901964,DR3,72.7265182164067,DR3,-19.012,DR3,13.1963,DR3,10.4022,UCAC4,1446540213584440704
J13235+292,HD 116495A,13:23:32.78,+29:14:15.0,DR3,-470.535305429385,247.459886668949,DR3,55.2099850838894,DR3,-38.552,EDR3,9.5756,DR3,7.7982,UCAC4,1462061709995883136
J13239+694,LP 040-109,13:23:56.00,+69:27:06.2,DR3,52.4708883628529,-172.192511471212,DR3,31.827359945642,DR3,-8.341,DR3,11.379,DR3,9.5662,UCAC4,1685249406359879808
J13247-050,G 14-52,13:24:46.49,-05:04:20.0,DR3,64.3778960783704,-303.103107829041,DR3,40.5623754715068,DR3,-1.307,DR3,14.1081,DR3,11.2015,UCAC4,3635087494146425600
J13251-114,2MASS J13251172-1126368,13:25:11.73,-11:26:37.1,DR3,-105.439259722057,214.30885543636,DR3,27.8740120521375,DR3,12.403,DR3,12.1026,DR3,10.282,UCAC4,3611237880053847296
J13254+377,BD+38  2445,13:25:28.34,+37:43:09.9,DR3,-197.8100437763,57.4123521183296,DR3,29.6316801947321,DR3,-5.123,DR3,11.3843,DR3,9.5699,UCAC4,1476094879982450304
J13255+688,2MASS J13253177+6850106,13:25:31.78,+68:50:10.6,DR3,-4.8872241915398,-45.8855557107324,DR3,14.1558430120859,DR3,-17.927,DR3,13.1593,DR3,11.2516,UCAC4,1685195530290375168
J13260+275,PM J13260+2735A,13:26:02.70,+27:35:02.5,DR3,-2.47384248602024,72.8488510159239,DR3,21.8676626562062,DR3,-6.033,DR3,13.5662,DR3,11.0227,UCAC4,1449301838900762880
J13282+300,BD+30  2400,13:28:17.76,+30:02:46.0,DR3,-185.629574100148,-183.462557933035,DR3,24.6975793985279,DR3,3.482,DR3,11.3412,DR3,9.5859,UCAC4,1462178597530771456
J13283-023E,Ross 486B,13:28:21.51,-02:21:31.9,DR3,155.739981431075,-479.057299097243,DR3,75.5950214813211,DR3,-39.962,DR3,14.1091,DR3,11.0389,PS1,3637980098784983936
J13283-023W,Ross 486A,13:28:21.08,-02:21:37.1,DR3,152.317663778972,-494.27661523836,DR3,75.8783566043886,DR3,-39.954,DR3,11.5534,DR3,9.0243,UCAC4,3637980103080627328
J13293+114,GJ 513,13:29:21.31,+11:26:26.7,DR3,328.792576077261,-1190.92798852547,DR3,52.323102285216,DR3,28.146,DR3,12.3817,DR3,9.8669,UCAC4,3738495703745045120
J13294-143,1RXS J132923.9-142206,13:29:24.09,-14:22:12.3,DR3,108.619650495734,-41.8568264187408,DR3,41.4490450607073,DR3,-2.226,DR3,13.3034,DR3,10.6746,UCAC4,3608139353206904192
J13299+102,BD+11 2576,13:29:59.79,+10:22:37.8,DR3,1127.34053320433,-1073.88813648458,DR3,131.101345193847,DR3,14.117,DR3,9.2667,DR3,7.1788,SDSS9,3738099879558957952
J13300-087,Ross 476,13:30:02.80,-08:42:25.5,DR3,-1114.01531936976,-473.858639202786,DR3,62.2806924078119,DR3,14.357,DR3,14.5025,DR3,11.4276,PS1,3630015546177181952
J13305+191,GJ 1171,13:30:31.06,+19:09:34.1,DR3,-503.586348782206,-1283.73128115392,DR3,66.8313857824834,DR3,-23.022,DR3,15.03,DR3,11.9155,UCAC4,3746973763029907328
J13317+292,DG CVn,13:31:46.62,+29:16:36.7,DR3,-242.833988568647,-149.762445480684,DR2,54.6875438989681,DR2,-8.936,DR3,12.256,DR3,9.3622,UCAC4,1450067137649786752
J13318+233,G 150-007,13:31:50.58,+23:23:20.4,DR3,-280.150701030404,47.7766458887957,DR3,51.6462761989496,DR3,-7.649,DR3,12.4901,DR3,10.1054,UCAC4,1443068608699851008
J13319+311,BD+31 2500,13:31:58.24,+31:08:05.0,DR3,-131.97,15.9,HIP2,31.24,HIP2,-14.5,D22,10.6343,DR3,8.7632,UCAC4,1468339715234682112
J13326+309,LP 323-169,13:32:39.09,+30:59:06.6,DR3,-193.149506326008,-78.3469507666624,DR3,44.5832943002492,DR3,-11.797,DR3,14.5259,DR3,11.4455,UCAC4,1468322432286288128
J13327+168,VW Com,13:32:44.60,+16:48:39.1,DR3,288.261303678842,-206.831130799452,DR3,60.0955142635427,DR3,-4.659,DR3,12.1475,DR3,9.701,UCAC4,3745619095984248448
J13335+704,2MASS J13333371+7029412,13:33:33.69,+70:29:41.2,DR3,-130.815436930283,23.625061251833,DR3,48.9786877833493,DR3,-29.183,DR3,13.5552,DR3,10.845,UCAC4,1686890393104529920
J13343+046,BD+05 2767,13:34:21.50,+04:40:02.6,DR3,153.856299969537,-123.409453970312,DR3,48.9678133493809,DR3,14.4,DR3,10.1548,DR3,8.3474,UCAC4,3714667225186824064
J13348+201,LP 379-062,13:34:49.35,+20:11:38.7,DR3,50.7652949379389,-184.510970040952,DR3,17.4894676580445,DR3,24.629,DR3,13.9862,DR3,11.318,SDSS9,1249132315386361600
J13348+745,LP 021-568,13:34:51.57,+74:30:13.0,DR3,-436.228286247745,-26.8770259429059,DR3,25.4918060696248,DR3,-6.934,DR3,13.7888,DR3,11.1844,PS1,1712527259053051392
J13358+146,G 150-017,13:35:50.76,+14:41:11.8,DR3,-20.7729007046432,-274.313444734504,DR3,39.7387092102129,DR3,12.304,DR3,12.6464,DR3,10.1872,UCAC4,3741794788384670464
J13369+229,Ross 1021,13:36:55.23,+22:58:00.9,DR3,102.43348013765,-169.809523470723,DR3,42.5512859369696,DR3,-14.816,DR3,12.9071,DR3,10.4903,UCAC4,1442207244418843264
J13376+481,G 177-45,13:37:40.44,+48:07:54.2,DR3,-218.421560593161,-136.691323312818,DR3,47.1943803138093,DR3,-18.733,DR3,14.7379,DR3,11.8516,UCAC4,1552284438717188608
J13378+481,BD+48  2138A,13:37:51.22,+48:08:17.0,DR3,-241.457878503032,-137.568755838191,DR3,47.2090630075783,DR3,-20.161,DR3,10.2599,DR3,8.434,UCAC4,1552284674943267072
J13386+258,Ross 1022,13:38:37.05,+25:49:49.6,DR3,-579.678371763026,69.3152018701365,DR3,43.8328050114907,DR3,-31.33,DR3,12.8134,DR3,10.3066,UCAC4,1445407544810063232
J13386-115,2MASS J13384087-1132077,13:38:40.88,-11:32:07.7,DR3,149.370546270281,-86.7405189700579,DR3,51.0973040272031,DR3,-0.163,DR3,14.4909,DR3,11.483,UCAC4,3610474857638415616
J13388-022,Ross 488,13:38:53.44,-02:15:47.3,DR3,-301.818440540852,-77.3562202494661,DR3,55.3935687827431,DR3,-31.744,DR3,12.3548,DR3,10.0158,UCAC4,3637468383496879104
J13394+461,BD+46 1889,13:39:24.10,+46:11:11.4,DR3,-42.3320502324405,389.166861307563,DR3,74.7985459979467,DR3,-65.715,DR3,10.4584,DR3,8.3808,UCAC4,1503625448550796032
J13401+437,Ross 1026,13:40:08.79,+43:46:38.0,DR3,-1083.8719435583,304.48891406108,DR3,57.9166465888808,DR3,-41.036,DR3,13.0066,DR3,10.2616,PS1,1501656395023984640
J13413-091,2MASS J13412122-0907171,13:41:21.23,-09:07:17.0,DR3,95.4393730812738,39.4938042763269,DR3,40.0672868966738,DR3,-11.201,DR3,13.5341,DR3,11.0096,UCAC4,3618109522784875008
J13414+489,StM 186,13:41:27.66,+48:54:46.1,DR3,108.1,-166.4,PPMXL,,,-24.3,Z21,13.257,DR3,10.6217,UCAC4,1558280625379648640
J13415+148,LTT 18344,13:41:31.86,+14:49:26.9,DR3,-254.690052160004,44.4982562669554,DR3,30.170530838831,DR3,-21.306,DR3,12.2935,DR3,10.1619,UCAC4,3741943497332221696
J13417+582,StM 187,13:41:46.32,+58:15:19.8,DR3,81.7750487687697,-59.3569496753611,DR3,46.251038236902,DR3,-10.55,DR3,12.8642,DR3,10.2986,UCAC4,1658968059093995136
J13421-160,LP 798-025,13:42:09.83,-16:00:23.3,DR3,-495.335795282192,-49.5174280198125,DR3,49.4577824249283,DR3,-50.1,PMSU,13.6923,DR3,10.7408,UCAC4,3605249600427076352
J13427+332,Ross 1015,13:42:43.27,+33:17:24.3,DR3,-111.804655418224,-712.40834051315,DR3,108.790348106595,DR3,6.011,DR3,12.2643,DR3,9.4993,UCAC4,1470462322431834880
J13430+090,G 63-50,13:43:01.27,+09:04:23.7,DR3,-332.078889661586,-117.599710449676,DR3,46.0127055043588,DR3,-15.935,DR3,13.3663,DR3,10.7161,UCAC4,3724962880270554752
