Karmn,Name,RA_J2000,DE_J2000,Ref01,muRA_masa-1,muDE_masa-1,Ref07,pi_mas,Ref08,Vr_kms-1,Ref10,BP_mag,Ref25,RP_mag,Ref32,Gaia_id
J04207+152,HG 7-172,04:20:47.97,+15:14:09.3,DR3,167.951278542796,-69.6835610032611,DR3,36.8489621827734,DR3,52.738,DR3,14.0977,DR3,11.2596,UCAC4,3311899034847352576
J04218+213,G 8-29,04:21:50.08,+21:19:42.8,DR3,123.134860939727,-226.068439743676,DR3,48.4126083189859,DR3,15.96,DR3,13.2738,DR3,10.6489,PS1,145333721838128896
J04219+213,LP 415-17,04:21:52.49,+21:21:12.9,DR3,200.180836762226,-76.774634827141,DR3,13.7113097469356,DR3,19.626,DR3,13.0265,DR3,11.372,SDSS9,145333927996558976
J04219+751,G 248-019,04:21:57.61,+75:08:28.3,DR3,541.620791454729,-486.970349075088,DR3,51.4141503927489,DR3,33.037,DR3,12.3641,DR3,10.0002,UCAC4,550301107233576320
J04221+192,LP 415-636,04:22:08.25,+19:15:21.9,DR3,-101.407525102965,-32.6154218196845,DR3,27.9240507564021,DR3,-48.7,Haw96,13.1407,DR3,10.6839,UCAC4,48149164665132672
J04224+036,RX J0422.4+0337,04:22:25.04,+03:37:08.3,DR3,142.267238484993,14.5288476517491,DR3,27.8456127280891,DR3,37.108,DR3,14.2969,DR3,11.5656,UCAC4,3283324415564687104
J04224+740,LP 031-339,04:22:28.35,+74:01:26.7,DR3,44.566498673558,-324.256574842531,DR3,32.9929706872911,DR3,-5.341,DR3,12.3273,DR3,10.1758,UCAC4,550004239094196864
J04225+105,LSPM J0422+1031,04:22:31.99,+10:31:18.8,DR3,244.970745464417,32.7580670790811,DR3,48.0030722975731,DR3,37.197,DR3,12.7321,DR3,10.1194,UCAC4,3300729031796977024
J04225+390,GJ 1070,04:22:33.50,+39:00:43.6,DR3,589.590529248112,-604.617705412237,DR3,49.9653720450039,DR3,17.2,Z21,15.5306,DR3,12.3649,APASS9,179416417636545920
J04227+205,LP 415-030,04:22:42.86,+20:34:12.5,DR3,109.142245168297,-37.4777310735746,DR3,22.2044737658087,DR3,42.165,DR3,15.0755,DR3,12.1983,UCAC4,49157794785448192
J04229+259,G 8-31,04:22:59.26,+25:59:14.3,DR3,34.4522664364433,-244.569107618208,DR3,57.1374237630744,DR3,-19.362,DR3,14.4027,DR3,11.4385,UCAC4,150510158159630848
J04234+495,TYC 3337-1716-1,04:23:26.88,+49:34:19.0,DR3,-21.9626826988185,-213.275403648285,DR3,46.5159540187587,DR3,-12.461,DR3,12.06,DR3,9.7647,UCAC4,270387437037301248
J04234+809,1RXS J042323.2+805511,04:23:29.06,+80:55:10.3,DR3,79.7361829797469,-91.342392758198,DR2,23.9850040622343,DR2,-4.789,DR3,13.751,DR3,11.0621,UCAC4,557450647233137536
J04238+092,LP 535-073,04:23:50.71,+09:12:19.5,DR3,114.287285596903,-5.40222439403095,DR3,22.3575906491942,DR3,48.5,Z21,13.13,DR3,10.675,UCAC4,3299573475139651584
J04238+149,IN Tau,04:23:50.37,+14:55:17.5,DR3,113.947310011441,-28.7256368746337,DR3,25.6598875289013,DR3,38.433,DR3,13.5598,DR3,10.9526,UCAC4,3311162843092490496
J04247-067,2MASS J04244260-0647313,04:24:42.62,-06:47:31.4,DR3,147.081606985942,8.56135849705105,DR3,28.2422357970087,DR3,8.601,DR3,14.1612,DR3,11.2781,UCAC4,3199132439405197696
J04248+324,G 39-11,04:24:49.22,+32:26:58.2,DR3,219.057352296146,-139.33303753525,DR3,41.1264304459416,DR3,-35.025,DR3,12.6318,DR3,10.3041,UCAC4,172382365011768448
J04251+515,2MASS J04250968+5131578,04:25:09.72,+51:31:57.6,DR3,83.556104028662,-89.3052505622605,DR3,29.0382423529366,DR3,-55.687,DR3,12.4766,DR3,10.2261,UCAC4,271164963555608448
J04252+080N,HG 7-207,04:25:16.93,+08:04:03.9,DR3,146.642040384616,2.55687077243616,DR3,28.8836215187672,DR3,41.07,DR3,15.0725,DR3,12.1814,UCAC4,3287041726938931968
J04252+080S,HG 7-206,04:25:15.10,+08:02:55.8,DR3,139.999536695702,3.35930495801697,DR3,29.6764050720726,DR3,40.858,DR3,12.8657,DR3,10.4313,UCAC4,3287041688283537408
J04252+172,V805 Tau,04:25:13.55,+17:16:05.5,DR3,107.261200475794,-27.1884253242138,DR3,19.3128363533933,DR3,37.063,DR3,13.4812,DR3,10.7962,UCAC4,3313958046465282304
J04274+203,TYC 1273-9-1,04:27:25.07,+20:22:44.6,DR3,-84.4559682489456,-3.71326347208594,DR3,40.7398018173276,DR3,-19.661,DR3,12.3,DR3,10.1412,PS1,144410205086676480
J04276+595,G 175-032,04:27:41.32,+59:35:16.6,DR3,115.276780578672,-194.219826806898,DR3,43.837907251088,DR3,17.311,DR3,14.7022,DR3,11.7734,UCAC4,471082286587088640
J04278+117,NLTT 13316,04:27:53.53,+11:46:54.8,DR3,323.552157931275,-497.038342577045,DR3,35.785382005565,DR3,33.139,DR3,14.1102,DR3,11.3761,UCAC4,3306924676740679168
J04284+176,V1102 Tau,04:28:28.77,+17:41:45.6,DR3,109.486950473521,-44.2272912965796,DR3,20.9184340823115,DR3,32.132,DR3,12.4903,DR3,10.2551,UCAC4,3314185129975960448
J04290+219,BD+21 652,04:29:00.12,+21:55:21.7,DR3,-67.0174924749917,174.626753011732,DR3,89.054608821017,DR3,-35.744,DR3,8.5431,DR3,6.8045,,145421309108301184
J04293+142,LTT 11438,04:29:18.48,+14:13:59.4,DR3,254.238589109304,159.375024351681,DR3,41.5410908252953,DR3,-5.642,DR3,13.851,DR3,11.0504,UCAC4,3307883450880112256
J04302+708,2MASS J04301210+7049138,04:30:12.09,+70:49:14.0,DR3,-116.319162394601,24.4629846472888,DR3,38.8703530453737,DR3,4.946,DR3,12.3479,DR3,10.1493,UCAC4,500074076047597568
J04304+398,V546 Per,04:30:25.29,+39:50:59.4,DR3,274.736194185939,-565.434949970237,DR3,91.8429042904444,DR3,15.733,DR3,14.1814,DR3,11.0105,UCAC4,179700710496485504
J04308-088,Koenigstuhl 2A,04:30:52.04,-08:49:19.5,DR3,3.28598248849115,-161.793726694393,DR3,33.1646180595548,DR3,1.968,DR3,14.5698,DR3,11.6161,UCAC4,3197623222256888192
J04310+367,PM J04310+3647A,04:31:00.02,+36:47:55.1,DR3,-58.056753810506,-24.7393268953524,DR3,24.53073872867,DR3,-4.6,Z21,13.59,DR3,11.0442,UCAC4,178010009119238144
J04311+589,G 175-34,04:31:11.51,+58:58:37.5,DR3,1300.36478360256,-2046.10551889657,DR3,181.243839012434,DR3,27.817,DR3,11.3477,DR3,8.4518,PS1,470826482637310080
J04312+422,2MASS J04311499+4217111,04:31:14.99,+42:17:10.8,DR3,-2.65282919629074,-122.289976993721,DR3,44.8328451226304,DR3,6.477,DR3,12.118,DR3,9.8021,UCAC4,252216873515630080
J04326+098,LP 475-1095,04:32:37.83,+09:51:06.6,DR3,124.49668689603,-6.84418977994371,DR3,23.2478324371049,DR3,,,11.9143,DR3,9.7921,UCAC4,3293652471881614592
J04329+001E,LP 595-023,04:32:56.25,+00:06:16.0,DR3,-165.898962946323,-81.6693466687532,DR3,38.0753223256206,DR3,-2.138,DR3,11.7698,DR3,9.6938,UCAC4,3230595651827092864
J04329+001N,LP 595-021,04:32:55.51,+00:06:34.7,DR3,-179.942347204943,-91.8318289276725,DR3,38.1198521655369,DR3,-2.215,DR3,15.0036,DR3,12.0666,SDSS9,3230595686186830848
J04329+001S,G 82-028,04:32:55.56,+00:06:29.7,DR3,-169.564942382956,-86.5175747560127,DR3,38.1748197877235,DR3,-1.706,DR3,14.0608,DR3,11.4369,PS1,3230595686186831104
J04333+239,V* V697 Tau A,04:33:23.79,+23:59:26.7,DR3,104.814981103028,-38.0717454127176,DR3,22.9380747802854,DR3,37.755,DR3,12.8583,DR3,10.4697,UCAC4,147586247500686336
J04335+207,G 8-41,04:33:33.96,+20:44:45.8,DR3,454.864084704153,-321.945772952565,DR3,73.5147363669683,DR3,-2.724,DR3,14.7069,DR3,11.6109,UCAC4,144312344255035392
J04343+430,PM J04343+4302,04:34:22.50,+43:02:14.7,DR3,37.7622011420827,-87.0623864067154,DR3,26.5893000339446,DR3,-43.763,DR3,13.597,DR3,11.145,UCAC4,252366608956186240
J04347-004,G 82-033,04:34:45.33,-00:26:46.5,DR3,-81.1142503939142,-230.810699901771,DR3,52.8235714666633,DR3,-9.275,DR3,13.9124,DR3,11.0321,UCAC4,3230306548988683392
J04350+086,StKM 1-495,04:35:02.55,+08:39:30.6,DR3,90.9506251252997,-0.740591232098481,DR2,16.8518455121976,DR2,39.509,DR3,12.0561,DR3,10.1157,UCAC4,3293276713782975232
J04352-161,LP 775-031,04:35:16.15,-16:06:57.2,DR3,160.083215553223,315.139555644646,DR3,94.3054042353132,DR3,48.5,Des12,17.9207,DR3,13.0993,PS1,3171631420210205056
J04366+112,G 83-022,04:36:39.35,+11:13:17.4,DR3,541.354818082554,333.289890988175,DR3,39.1101602125173,DR3,65.238,DR3,14.5554,DR3,11.7643,UCAC4,3306244972396544384
J04369+593,LP 084-034,04:36:58.46,+59:21:59.9,DR3,134.596483548619,-134.883743993092,DR3,35.6821528270098,DR3,13.358,DR3,12.6622,DR3,10.3844,UCAC4,471205058231083648
J04369-162,2MASS J04365738-1613065,04:36:57.40,-16:13:06.4,DR3,81.2014088288967,-32.6579593631727,DR3,25.3722924657346,DR3,13.674,DR3,13.3799,DR3,10.7752,UCAC4,3171582835540130560
J04373+193,LP 416-1644,04:37:21.90,+19:21:17.4,DR3,90.7,-31.9,Gall15,,,41.3,Z21,14.9113,DR3,11.9753,UCAC4,3410566085883580416
J04376+528,BD+52 857,04:37:40.93,+52:53:37.0,DR3,304.125465436326,-475.1460368893,DR3,100.916059931722,DR3,33.726,DR3,8.8299,DR3,7.0314,UCAC4,272855565763652480
J04376-024,StKM 1-497,04:37:37.46,-02:29:29.0,DR3,54.7824718064461,-47.3121548863825,DR3,36.0085206986053,DR3,21.44,DR3,10.8165,DR3,8.6931,UCAC4,3205094369407459456
J04376-110,BD-11 916,04:37:41.87,-11:02:20.0,DR3,-226.922852391865,-195.986968404785,DR3,89.1897284619791,DR3,-7.126,DR3,10.5782,DR3,8.3307,PS1,3184351876391975808
J04382+282,G  39-29A,04:38:12.59,+28:13:00.3,DR3,386.615056160289,-79.4887052374734,DR3,76.3070568939636,DR3,40.292,DR3,13.0168,DR3,10.0205,UCAC4,157915472050611456
J04386-115,LP 715-039,04:38:37.16,-11:30:14.8,DR3,-268.50151667512,-241.355703874525,DR3,48.7517073449078,DR3,-25.881,DR3,12.9028,DR3,10.2938,UCAC4,3178132420149741824
J04388+217,G 8-48A,04:38:53.50,+21:47:55.1,DR3,189.169471878705,-214.271851375733,DR3,22.4531795699032,DR3,7.221,DR3,13.9621,DR3,11.3347,UCAC4,144835750445462784
J04395+162,LP 415-302,04:39:31.62,+16:15:43.0,DR3,-77.7858201085697,-795.271517854507,DR3,83.9948337270164,DR3,-38.5,Z21,15.779,DR3,12.1865,UCAC4,3310083401849536384
J04398+251,2MASS J04394898+2509262,04:39:48.97,+25:09:26.2,DR3,-93.4046650551602,-49.5372752645765,DR3,47.2565985975335,DR3,-16.443,DR3,13.9979,DR3,11.2783,UCAC4,148133112801536000
J04403-055,LP 655-048,04:40:23.27,-05:30:08.1,DR3,334.529085516322,127.913727403599,DR3,102.594237287214,DR3,31.1,Des12,18.0491,DR3,13.4089,SDSS9,3200303384927512960
J04404-091,BD-09 956A,04:40:29.29,-09:11:44.8,DR3,-127.042486967525,-126.493172142355,DR3,49.4291249241178,DR3,-3.3,PMSU,10.9009,DR3,8.8517,UCAC4,3185759697950315008
J04406-128,TOI-2457,04:40:40.14,-12:53:26.9,DR3,15.2681866209473,19.5111605812721,DR3,16.2897878102617,DR3,-0.047,DR3,12.499164,DR3,10.804494,UCAC4,3174921811836948864
J04407+022,StKM 1-502,04:40:42.49,+02:13:51.8,DR3,167.489273483594,57.9215094008808,DR3,42.685280611541,DR3,53.377,DR3,11.4541,DR3,9.2836,UCAC4,3231329541480243968
J04413+327,G 39-30A,04:41:23.88,+32:42:22.4,DR3,269.604396283619,-153.866175336597,DR3,24.9326766686956,DR3,29.387,DR3,13.9804,DR3,11.2733,UCAC4,159876451038060288
J04414+132,TYC 694-1183-1,04:41:29.67,+13:13:16.3,DR3,99.2328706220326,-18.6300916082185,DR3,22.6629080539051,DR3,41.146,DR3,11.4304,DR3,9.5339,UCAC4,3308127405023027328
J04422+577,LP 084-059,04:42:16.02,+57:42:27.4,DR3,-79.259987657179,-571.05239546447,DR3,29.4748420368751,DR3,53.55,DR3,11.577,DR3,9.6819,UCAC4,277940635240417536
J04423+207,LP 415-1896,04:42:23.42,+20:46:34.3,DR3,296.738225185315,40.5325318953636,DR3,35.5526780360889,DR3,29.188,DR3,12.0859,DR3,9.9022,UCAC4,3411146456224432384
J04425+204,LP 415-345,04:42:30.30,+20:27:11.4,DR3,89.809261260252,-37.8310845326412,DR3,20.4760508300536,DR3,40.0,DR3,13.5242,DR3,10.9789,SDSS9,3411031385460853248
J04429+095,PM J04429+0935,04:42:55.22,+09:35:54.3,DR3,-73.8964265364082,-35.6343047377496,DR3,28.7406033784923,DR3,37.386,DR3,12.1646,DR3,10.141,UCAC4,3293060659748351104
J04429+189,HD 285968,04:42:55.77,+18:57:29.4,DR3,656.646958302907,-1116.59354136726,DR3,105.427484171353,DR3,25.822,DR3,10.2105,DR3,7.9094,UCAC4,3409711211681795584
J04429+214,2MASS J04425586+2128230,04:42:55.86,+21:28:23.0,DR3,37.6797928859586,117.700400628359,DR3,71.9040594883667,DR3,3.11,DR3,12.1492,DR3,9.5509,UCAC4,3411398347466374144
J04444+278,HD 283779,04:44:26.06,+27:51:44.0,DR3,95.7936795066665,-426.824860114572,DR3,60.818992657358,DR3,-7.932,DR3,11.4405,DR3,9.2609,UCAC4,154666071592704128
J04458-144,2MASS J04455273-1426259,04:45:52.73,-14:26:25.8,DR3,-32.418744578527,139.16745327245,DR3,39.1044703584517,DR3,36.013,DR3,13.5509,DR3,10.7782,UCAC4,3173680600645518848
J04468-112,FBS 0444-113A,04:46:51.78,-11:16:47.7,DR3,-142.55124506903,-57.5825784175018,DR3,52.7723544185829,DR3,12.605,DR3,12.7029,DR3,10.0421,UCAC4,3181197137010596608
J04471+021,G 82-048,04:47:11.76,+02:09:39.7,DR3,-193.22799126656,-6.33565894657953,DR3,38.2358110810845,DR3,7.805,DR3,11.5526,DR3,9.5653,UCAC4,3232591299792476672
J04472+206,RX J0447.2+2038,04:47:12.25,+20:38:10.8,DR3,88.6912116083975,-98.1902655040989,DR3,42.9898655351966,DR3,23.375,DR3,14.5099,DR3,11.3059,SDSS9,3410346286637015040
J04480+170,LP 416-043,04:48:00.89,+17:03:21.6,DR3,75.0347473760876,-33.3152672298361,DR3,20.1644079654091,DR3,51.371,EDR3,11.3247,DR3,9.4462,UCAC4,3406089252492594816
J04488+100,1RXS J044847.6+100302,04:48:47.38,+10:03:02.7,DR3,-58.9781298988689,-82.4971140839823,DR3,57.895585590339,DR3,10.35,DR3,12.3462,DR3,9.7367,UCAC4,3293154736711966976
J04494+484,G 81-034,04:49:29.48,+48:28:46.0,DR3,174.40238109756,-198.943292339852,DR3,44.2721759638505,DR3,23.379,DR3,13.6804,DR3,10.7804,UCAC4,256020908870126208
J04499+236,EM* LkCa 18A,04:49:56.30,+23:41:02.8,DR3,37.1392360444403,-169.603267036178,DR3,24.6191867638317,DR3,9.184,DR3,11.9417,DR3,10.0019,UCAC4,3413567782690754688
J04499+711,NLTT 13933,04:49:55.70,+71:09:47.1,DR3,179.825734952233,-35.9901669454371,DR3,38.342613707748,DR3,-24.235,DR3,14.0133,DR3,11.3128,UCAC4,497525786052108800
J04502+459,LP 157-032,04:50:15.28,+45:58:49.9,DR3,198.246909231562,-232.545485663461,DR3,39.3869250779619,DR3,18.073,DR3,11.9889,DR3,9.8645,UCAC4,254564055962696832
J04504+199,BPM 85800,04:50:25.45,+19:59:11.3,DR3,36.2109411766111,-141.079051250048,DR3,33.1754680713732,DR3,39.646,DR3,12.2191,DR3,10.0726,UCAC4,3411564889118510848
J04508+221,GJ 1072,04:50:50.93,+22:07:21.5,DR3,628.828412561921,-425.444876241683,DR3,79.0386658436113,DR3,32.662,DR3,15.4553,DR3,11.9895,SDSS9,3412806512623627008
J04508+261,NLTT 14030,04:50:50.53,+26:07:26.3,DR3,573.568185360444,-244.366061350766,DR3,43.2778370289551,DR3,64.603,DR3,13.067,DR3,10.6387,UCAC4,153470765013858176
J04520+064,Wolf 1539,04:52:05.73,+06:28:35.6,DR3,153.615463551962,-306.046163419711,DR3,80.5623303028882,DR3,-8.285,DR3,12.2307,DR3,9.5074,UCAC4,3288082758293022848
J04524-168,NLTT 14116,04:52:24.41,-16:49:21.9,DR3,122.065179928136,-210.621468839015,DR3,63.1315447811254,DR3,24.79,DR3,11.8162,DR3,9.2862,PS1,2980822034888930176
J04525+407,GJ 1073,04:52:34.61,+40:42:24.1,DR3,1175.72000096803,-1095.40574248607,DR3,74.0698459643888,DR3,102.452,DR3,13.6984,DR3,10.7901,UCAC4,200296663143599104
J04536+623,G 247-039,04:53:40.16,+62:19:03.7,DR3,271.850531511892,-238.901250830253,DR3,54.2830420504888,DR3,-70.964,DR3,13.5971,DR3,10.8755,UCAC4,477826420331704064
J04538+158,LSPM J0453+1549,04:53:50.05,+15:49:15.3,DR3,49.7557743303013,-168.931951235903,DR3,38.5388604404768,DR3,37.198,DR3,13.4266,DR3,10.958,UCAC4,3404960736954828800
J04538-177,GJ 180,04:53:49.98,-17:46:24.3,DR3,408.572731053709,-644.456853765182,DR3,83.6896653370463,DR3,-14.869,DR3,11.1358,DR3,8.851,UCAC4,2979590513145784192
J04544+650,1RXS J045430.9+650451,04:54:29.83,+65:04:41.1,DR3,57.6723256123837,-103.075816005002,DR3,50.9965846019955,DR3,2.163,DR3,14.3517,DR3,11.433,UCAC4,482089261274984064
J04559+046,HD 31412B,04:55:54.45,+04:40:16.5,DR3,139.763167076576,-187.671275067767,DR3,27.8508994965787,DR3,46.0,New14,12.2287,DR3,9.9444,PS1,3239548631415741440
J04560+432,G 96-010,04:56:03.55,+43:13:55.6,DR3,385.950348843344,-166.557077375682,DR3,62.4613162410198,DR3,13.555,DR3,13.9067,DR3,11.0498,APASS9,205049645750273536
J04587+509,LP 157-045,04:58:45.99,+50:56:37.8,DR3,502.404439102679,-336.741662010279,DR3,47.4967808982092,DR3,16.611,DR3,11.1909,DR3,9.1516,UCAC4,259731623173675904
J04588+498,BD+49 1280,04:58:50.57,+49:50:57.4,DR3,112.255960704334,-113.154085007758,DR3,60.1852002888368,DR3,-34.311,DR3,10.017,DR3,8.1294,UCAC4,256487136159035136
J04595+017,V1005 Ori,04:59:34.83,+01:47:00.7,DR3,39.1301533208325,-94.9003614419691,DR3,40.9899185370477,DR3,18.54,DR3,10.2588,DR3,8.3574,UCAC4,3231945508509506176
J05012+248,Ross 794,05:01:15.52,+24:52:24.6,DR3,229.76760373973,-394.160494426014,DR3,44.2505515168607,DR3,29.499,DR3,11.7706,DR3,9.5067,UCAC4,3419611630606267392
J05013+226,LSPM J0501+2237,05:01:18.02,+22:37:00.9,DR3,-62.4785384508749,-351.050805012654,DR3,69.8882485683618,DR3,28.789,DR3,15.7276,DR3,12.2234,PS1,3418324583527645440
J05018+037,StKM 1-539,05:01:50.57,+03:45:55.2,DR3,129.840368513503,-133.844206247606,DR3,53.0768434973272,DR3,24.291,DR3,11.5144,DR3,9.387,UCAC4,3238437574916370048
J05019+011,1RXS J050156.7+010845,05:01:56.66,+01:08:42.9,DR3,34.3015274820328,-90.7608252800027,DR3,39.5444012653831,DR3,19.847,DR3,13.1257,DR3,10.2678,UCAC4,3228854506445679616
J05019+099,LP 476-207 A,05:01:58.80,+09:58:59.0,DR3,31.6596013611979,-121.566041239558,DR3,42.0388225503014,DR3,18.8,PMSU,11.952,DR3,9.1256,UCAC4,3291643148740384128
J05019-069,LP 656-038,05:01:57.43,-06:56:46.4,DR3,-551.746434914987,-533.648216597346,DR3,186.046627793591,DR3,42.286,DR3,12.4132,DR3,9.3805,UCAC4,3187115498866675456
J05024-212,HD 32450A,05:02:28.47,-21:15:24.1,DR3,-166.877156116735,-269.183007505226,DR3,119.573743937206,DR3,-29.2,PMSU,8.5515,DR3,6.6458,UCAC4,2974726131970829952
J05030+213,HD 285190,05:03:05.65,+21:22:36.0,DR3,102.358748232437,-135.319333613272,aDR3,48.5241628319327,aDR3,39.53,DR3,14.909,DR3,11.6873,UCAC4,3409166991697595904
J05032+213,HD 285190 A,05:03:16.09,+21:23:56.2,DR3,102.358748232437,-135.319333613272,DR3,48.5241628319327,DR3,76.39,Jeff18,11.1732,DR3,8.8655,UCAC4,3409167094776800384
J05033-173,LP 776-046,05:03:20.08,-17:22:24.7,DR3,-228.287154866008,-444.685087285382,DR3,108.273247014755,DR3,14.762,DR3,11.9837,DR3,9.385,UCAC4,2976850598890749824
J05034+531,BD+52 911,05:03:23.90,+53:07:42.5,DR3,1302.11856212039,-1537.64427922683,DR3,72.173405914519,DR3,65.447,DR3,10.1833,DR3,8.2413,UCAC4,266846631637524864
J05042+110,G 97-015,05:04:14.76,+11:03:23.9,DR3,-63.2883257309525,194.604792089968,DR3,98.2346328119577,DR3,-3.338,DR3,13.9842,DR3,10.9479,UCAC4,3292000966760477312
J05050+442,2MASS J05050591+4414037,05:05:05.92,+44:14:03.7,DR3,95.1838717767336,-28.6600616981279,DR3,74.1395278350105,DR3,8.398,DR3,14.9545,DR3,11.7227,PS1,205533465225342208
J05051-120,LP 716-035,05:05:11.78,-12:00:28.6,DR3,-216.374176291761,-145.177363115335,DR3,48.1896000787512,DR3,1.843,DR3,13.0881,DR3,10.5594,UCAC4,2989642519027010560
J05060+043,G 84-036,05:06:04.02,+04:20:14.3,DR3,398.211783418587,109.970567745802,DR3,44.0369233919524,DR3,73.366,DR3,11.7472,DR3,9.6217,UCAC4,3238938265024916608
J05062+046,RX J0506.2+0439,05:06:12.93,+04:39:27.2,DR3,30.1572542433956,-89.8643942679039,DR3,36.1922198566113,DR3,20.132,DR3,13.6692,DR3,10.7349,UCAC4,3238965099979863296
J05068-215E,BD-21 1074 A,05:06:49.92,-21:35:09.1,DR3,47.1936096960408,-15.3759379561876,DR3,50.4343830075103,DR3,16.546,DR3,10.7238,DR3,8.4863,PS1,2962658549474035584
J05068-215W,BD-21 1074 B,05:06:49.46,-21:35:03.3,DR3,15.5030439926952,-63.6489943848461,DR3,50.523420781426,DR3,31.7,PMSU,11.4388,DR3,8.7144,,2962658549474035712
J05072+375,RX J0507.2+3731A,05:07:14.47,+37:30:42.2,DR3,-105.5,-8.0,PPMXL,43.8,FZ16,,,15.5651,DR3,12.2615,UCAC4,186593582866479872
J05076+275,TYC 1853-1649-1,05:07:36.67,+27:30:05.2,DR3,60.9,-87.2,PPMXL,,,,,11.4247,DR3,9.5152,UCAC4,3421959328450827008
J05078+179,Wolf 230,05:07:49.30,+17:58:57.7,DR3,32.0116982154642,-261.58357012355,DR2,86.0992438915878,DR2,9.474,DR3,12.0487,DR3,9.5363,UCAC4,3407150556091924736
J05083+756,LP 015-315,05:08:18.50,+75:38:15.3,DR3,200.8,-121.6,PPMXL,66.2,Dit14,,,14.3364,DR3,11.2508,UCAC4,503707412219024384
J05084-210,2MASS J05082729-2101444,05:08:27.30,-21:01:44.4,DR3,34.3127323470901,-12.6780835162841,DR3,20.7027060149651,DR3,22.21394,Lafa20,15.1016,DR3,11.7321,UCAC4,2962794236080240128
J05085-181,GJ 190,05:08:35.04,-18:10:19.4,DR3,503.594094672338,-1399.63179561695,DR3,108.325409816944,DR3,33.9,PMSU,10.5505,DR3,7.8417,UCAC4,2976507997939000064
J05091+154,Ross 388,05:09:09.96,+15:27:32.9,DR3,135.986362348164,-634.835252115124,DR3,33.5674646583627,DR3,-21.952,DR3,12.7304,DR3,10.2995,UCAC4,3392328795750841984
J05103+095,G 97-023,05:10:18.06,+09:30:07.4,DR3,57.6924934454885,-348.527945005103,DR3,27.4499997716398,DR3,41.545,DR3,12.5256,DR3,10.2954,UCAC4,3290671764578809344
J05103+272,LSR J0510+2713,05:10:20.09,+27:14:01.9,DR3,-213.271998360265,-630.810254055537,DR3,97.3185101848142,DR3,-47.7,Z21,17.9715,DR3,13.4331,SDSS9,3421840993510952192
J05103+488,G 96-021 A,05:10:22.01,+48:50:32.5,DR3,176.017536118653,-390.280811240227,DR3,42.8442894528191,DR3,11.784,DR3,12.2838,DR3,9.95,UCAC4,261243245503357056
J05106+297,G 86-028,05:10:39.52,+29:46:47.9,DR3,-246.898901162302,57.7819717869459,DR3,80.335260454894,DR3,-35.867,DR3,12.7182,DR3,10.1572,UCAC4,156150240492946816
J05109+186,G 85-048,05:10:57.43,+18:37:34.5,DR3,-237.019088251233,-648.579587152141,DR3,47.0359671417477,DR3,-46.588,DR3,14.4426,DR3,11.6191,UCAC4,3407572287520660992
J05111+158,StKM 1-549,05:11:09.73,+15:48:57.7,DR3,48.2011157146147,-41.8059405857296,DR3,19.1167498625138,DR3,42.782,DR3,12.245,DR3,10.2537,UCAC4,3393842788902711296
J05114+101,LP 477-36,05:11:29.73,+10:07:15.7,DR3,-46.93102990231,-216.77584776261,DR3,22.630086913585,DR3,4.469,DR3,12.2026,DR3,10.1428,UCAC4,3290909190370391936
J05127+196,GJ 192,05:12:42.23,+19:39:56.4,DR3,279.353796551396,240.88599949362,DR3,82.3104296314985,DR3,-25.339,DR3,11.0017,DR3,8.7299,UCAC4,3407785622839603968
J05151-073,NLTT 14750,05:15:08.04,-07:20:48.5,DR3,265.722802239764,-433.36443263712,DR3,46.2461615339568,DR3,41.468,DR3,11.7695,DR3,9.6681,UCAC4,3207120455805080832
J05152+236,2MASS J05151753+2336260,05:15:17.56,+23:36:26.2,DR3,14.5265647217541,-63.7635595897574,DR3,24.4694605220749,DR3,-30.702,DR3,15.4623,DR3,12.1792,UCAC4,3415853087547362944
J05155+591,LSPM J0515+5911,05:15:30.95,+59:11:17.4,DR3,116.466794621151,-1005.99386520037,DR3,63.3593216913349,DR3,,Lep13,18.3355,DR3,13.8142,PS1,281261607033049472
J05173+321,G 86-37,05:17:19.98,+32:07:34.5,DR3,86.1549313021104,-296.16197431725,DR3,30.5630995536798,DR3,35.653,DR3,13.3996,DR3,10.8252,UCAC4,180614374211036416
J05173+458,Capella H,05:17:23.86,+45:50:22.9,DR3,88.4249612507515,-428.910921509398,DR3,74.9521097571767,DR3,30.972,DR3,10.406,DR3,8.2765,PS1,211810233512673792
J05173+721,TYC 4351-466-1,05:17:21.30,+72:10:51.6,DR3,-17.3212750501513,-116.509213190158,DR3,36.2669103981154,DR3,17.499,DR3,12.077,DR3,9.9994,UCAC4,498986865203474560
J05187+464,2MASS J05184455+4629597,05:18:44.56,+46:29:59.6,DR3,41.4931907012656,-107.370934185635,DR3,20.8976889221469,DR3,2.396,DR3,14.8105,DR3,11.7882,UCAC4,211890772739146112
J05195+649,1RXS J051929.3+645435,05:19:31.19,+64:54:33.8,DR3,10.1810272690852,151.646331476529,DR3,37.6901503766813,DR3,-45.16,DR3,13.4766,DR3,10.6656,UCAC4,480005205701443712
J05206+587N,G 191-30,05:20:41.40,+58:47:33.2,DR3,145.657733482463,-503.944954344243,DR3,35.2020727678669,DR3,2.021,DR3,13.7065,DR3,10.9747,PS1,281086127553744000
J05206+587S,G 191-29,05:20:40.73,+58:47:19.9,DR3,153.251146869321,-496.362998204674,DR3,38.8618026681632,DR3,1.763,DR3,14.3268,DR3,11.6011,PS1,281086127552137984
